//avatarID,AvatarType,MountingType,Sex,category,Path
//Female,,,,,
42127,Hair,Head,Male,Male 18 ,Hair/Male/Hair Male 18 Purple
42128,Hair,Head,Male,Male 18 ,Hair/Male/Hair Male 18 Red
50001,Horns,Head,None,Antlers,Horns/Antlers Blue
50002,Horns,Head,None,Antlers,Horns/Antlers Dark
50003,Horns,Head,None,Antlers,Horns/Antlers Green
50004,Horns,Head,None,Antlers,Horns/Antlers Light
50005,Horns,Head,None,Antlers,Horns/Antlers Purple
50006,Horns,Head,None,Antlers,Horns/Antlers Red
50007,Horns,Head,None,Front,Horns/Horn 01 Front Black
50008,Horns,Head,None,Front,Horns/Horn 01 Front Red
50009,Horns,Head,None,Front,Horns/Horn 01 Front White
50010,Horns,Head,None,Side,Horns/Horn 02 Side Black Blue
50011,Horns,Head,None,Side,Horns/Horn 02 Side Black Green
50012,Horns,Head,None,Side,Horns/Horn 02 Side Black Orange
50013,Horns,Head,None,Side,Horns/Horn 02 Side Black Purple
50014,Horns,Head,None,Side,Horns/Horn 02 Side Black Red
50015,Horns,Head,None,Side,Horns/Horn 02 Side Green Green
50016,Horns,Head,None,Side,Horns/Horn 02 Side Red Yellow
50017,Horns,Head,None,Side,Horns/Horn 02 Side White
50018,Horns,Head,None,Side,Horns/Horn 02 Side Yellow
50019,Horns,Head,None,Other,Horns/Horn 03 Blue
50020,Horns,Head,None,Other,Horns/Horn 03 Green
50021,Horns,Head,None,Other,Horns/Horn 03 Purple
50022,Horns,Head,None,Other,Horns/Horn 03 Red
50023,Horns,Head,None,Other,Horns/Horn 03 Yellow
60001,Bag,Back,None,Bag,Bag/Bag 01 Blue
60002,Bag,Back,None,Bag,Bag/Bag 01 Green
60003,Bag,Back,None,Bag,Bag/Bag 01 Magenta
60004,Bag,Back,None,Bag,Bag/Bag 01 Purple
60005,Bag,Back,None,Bag,Bag/Bag 01 Red
60006,Bag,Back,None,Bag,Bag/Bag 01 Yellow
60007,Bag,Back,None,Basket,Bag/Basket 01 Blue Tomato
60008,Bag,Back,None,Basket,Bag/Basket 01 Blue Vege
60009,Bag,Back,None,Basket,Bag/Basket 01 Blue Water
60010,Bag,Back,None,Basket,Bag/Basket 01 Brown Tomato
60011,Bag,Back,None,Basket,Bag/Basket 01 Brown Vege
60012,Bag,Back,None,Basket,Bag/Basket 01 Brown Water
60013,Bag,Back,None,Basket,Bag/Basket 01 Green Tomato
60014,Bag,Back,None,Basket,Bag/Basket 01 Green Vege
60015,Bag,Back,None,Basket,Bag/Basket 01 Green Water
60016,Bag,Back,None,Basket,Bag/Basket 01 Purple Tomato
60017,Bag,Back,None,Basket,Bag/Basket 01 Purple Vege
60018,Bag,Back,None,Basket,Bag/Basket 01 Purple Water
60019,Bag,Back,None,Sack,Bag/Sack 01 Black
60020,Bag,Back,None,Sack,Bag/Sack 01 Blue
60021,Bag,Back,None,Sack,Bag/Sack 01 Brown
60022,Bag,Back,None,Sack,Bag/Sack 01 Green
60023,Bag,Back,None,Sack,Bag/Sack 01 Magenta
60024,Bag,Back,None,Sack,Bag/Sack 01 Purple
60025,Bag,Back,None,Sack,Bag/Sack 01 Red
60026,Bag,Back,None,Sack,Bag/Sack 01 White
60101,Bag,Back,None,Quiver,Quiver/Quiver 01 Blue Arrow Black
60102,Bag,Back,None,Quiver,Quiver/Quiver 01 Blue Arrow Blue
60103,Bag,Back,None,Quiver,Quiver/Quiver 01 Blue Arrow Green
60104,Bag,Back,None,Quiver,Quiver/Quiver 01 Blue Arrow Purple
60105,Bag,Back,None,Quiver,Quiver/Quiver 01 Blue Arrow Red
60106,Bag,Back,None,Quiver,Quiver/Quiver 01 Blue Arrow White
60107,Bag,Back,None,Quiver,Quiver/Quiver 01 Blue Arrow Yellow
60108,Bag,Back,None,Quiver,Quiver/Quiver 01 Green Arrow Black
60109,Bag,Back,None,Quiver,Quiver/Quiver 01 Green Arrow Blue
60110,Bag,Back,None,Quiver,Quiver/Quiver 01 Green Arrow Green
60111,Bag,Back,None,Quiver,Quiver/Quiver 01 Green Arrow Purple
60112,Bag,Back,None,Quiver,Quiver/Quiver 01 Green Arrow Red
60113,Bag,Back,None,Quiver,Quiver/Quiver 01 Green Arrow White
60114,Bag,Back,None,Quiver,Quiver/Quiver 01 Green Arrow Yellow
60115,Bag,Back,None,Quiver,Quiver/Quiver 01 Purple Arrow Black
60116,Bag,Back,None,Quiver,Quiver/Quiver 01 Purple Arrow Blue
60117,Bag,Back,None,Quiver,Quiver/Quiver 01 Purple Arrow Green
60118,Bag,Back,None,Quiver,Quiver/Quiver 01 Purple Arrow Purple
60119,Bag,Back,None,Quiver,Quiver/Quiver 01 Purple Arrow Red
60120,Bag,Back,None,Quiver,Quiver/Quiver 01 Purple Arrow White
60121,Bag,Back,None,Quiver,Quiver/Quiver 01 Purple Arrow Yellow
60122,Bag,Back,None,Quiver,Quiver/Quiver 01 Red Arrow Black
60123,Bag,Back,None,Quiver,Quiver/Quiver 01 Red Arrow Blue
60124,Bag,Back,None,Quiver,Quiver/Quiver 01 Red Arrow Green
60125,Bag,Back,None,Quiver,Quiver/Quiver 01 Red Arrow Purple
60126,Bag,Back,None,Quiver,Quiver/Quiver 01 Red Arrow Red
60127,Bag,Back,None,Quiver,Quiver/Quiver 01 Red Arrow White
60128,Bag,Back,None,Quiver,Quiver/Quiver 01 Red Arrow Yellow
70001,Wing,Back,None,Magnet,Wing/Back Prop 01 Black
70002,Wing,Back,None,Magnet,Wing/Back Prop 01 Blue
70003,Wing,Back,None,Magnet,Wing/Back Prop 01 Green
70004,Wing,Back,None,Magnet,Wing/Back Prop 01 Magenta
70005,Wing,Back,None,Magnet,Wing/Back Prop 01 Purple
70006,Wing,Back,None,Magnet,Wing/Back Prop 01 Red
70007,Wing,Back,None,Magnet,Wing/Back Prop 01 White
70008,Wing,Back,None,Magnet,Wing/Back Prop 01 Yellow
70009,Wing,Back,None,Spider,Wing/Back Prop 02 Blue
70010,Wing,Back,None,Spider,Wing/Back Prop 02 Green
70011,Wing,Back,None,Spider,Wing/Back Prop 02 Magenta
70012,Wing,Back,None,Spider,Wing/Back Prop 02 Purple
70013,Wing,Back,None,Spider,Wing/Back Prop 02 Red
70014,Wing,Back,None,Spider,Wing/Back Prop 02 Yellow
70015,Wing,Back,None,Wings 01,Wing/Wings 01 Black
70016,Wing,Back,None,Wings 01,Wing/Wings 01 Gold
70017,Wing,Back,None,Wings 01,Wing/Wings 01 White
70018,Wing,Back,None,Wings 02,Wing/Wings 02 Dragon Black
70019,Wing,Back,None,Wings 02,Wing/Wings 02 Dragon Blue
70020,Wing,Back,None,Wings 02,Wing/Wings 02 Dragon Green
70021,Wing,Back,None,Wings 02,Wing/Wings 02 Dragon Purple
70022,Wing,Back,None,Wings 02,Wing/Wings 02 Dragon Red
70023,Wing,Back,None,Wings 02,Wing/Wings 02 Dragon White
70024,Wing,Back,None,Wings 03,Wing/Wings 03 Bone Black
70025,Wing,Back,None,Wings 03,Wing/Wings 03 Bone Blue
70026,Wing,Back,None,Wings 03,Wing/Wings 03 Bone Green
70027,Wing,Back,None,Wings 03,Wing/Wings 03 Bone Purple
70028,Wing,Back,None,Wings 03,Wing/Wings 03 Bone Red
70029,Wing,Back,None,Wings 03,Wing/Wings 03 Bone White
70030,Wing,Back,None,Wings 04,Wing/Wings 04 Dragonfly Blue
70031,Wing,Back,None,Wings 04,Wing/Wings 04 Dragonfly Brown
70032,Wing,Back,None,Wings 04,Wing/Wings 04 Dragonfly Grey
70033,Wing,Back,None,Wings 04,Wing/Wings 04 Dragonfly Purple
70034,Wing,Back,None,Wings 04,Wing/Wings 04 Dragonfly White
70035,Wing,Back,None,Wings 05,Wing/Wings 05 Butterfly Blue
70036,Wing,Back,None,Wings 05,Wing/Wings 05 Butterfly Green
70037,Wing,Back,None,Wings 05,Wing/Wings 05 Butterfly Orange
70038,Wing,Back,None,Wings 05,Wing/Wings 05 Butterfly Purple
70039,Wing,Back,None,Wings 05,Wing/Wings 05 Butterfly Rainbow
70040,Wing,Back,None,Wings 05,Wing/Wings 05 Butterfly Red
70041,Wing,Back,None,Wings 05,Wing/Wings 05 Butterfly Yellow
70042,Wing,Back,None,Wings 06,Wing/Wings 06 Leaves Blue
70043,Wing,Back,None,Wings 06,Wing/Wings 06 Leaves Brown Green
70044,Wing,Back,None,Wings 06,Wing/Wings 06 Leaves Brown
70045,Wing,Back,None,Wings 06,Wing/Wings 06 Leaves Green Yellow
70046,Wing,Back,None,Wings 06,Wing/Wings 06 Leaves Green
70047,Wing,Back,None,Wings 06,Wing/Wings 06 Leaves Mint
70048,Wing,Back,None,Wings 06,Wing/Wings 06 Leaves Purple
70049,Wing,Back,None,Wings 06,Wing/Wings 06 Leaves Yellow
70050,Wing,Back,None,Wings 07,Wing/Wings 07 Love Blue
70051,Wing,Back,None,Wings 07,Wing/Wings 07 Love Green
70052,Wing,Back,None,Wings 07,Wing/Wings 07 Love Orange
70053,Wing,Back,None,Wings 07,Wing/Wings 07 Love Pink
70054,Wing,Back,None,Wings 07,Wing/Wings 07 Love Purple
70055,Wing,Back,None,Wings 07,Wing/Wings 07 Love Yellow
70056,Wing,Back,None,Wings 08,Wing/Wings 08 Black
70057,Wing,Back,None,Wings 08,Wing/Wings 08 Blue
70058,Wing,Back,None,Wings 08,Wing/Wings 08 Brown
70059,Wing,Back,None,Wings 08,Wing/Wings 08 Green
70060,Wing,Back,None,Wings 08,Wing/Wings 08 Magenta
70061,Wing,Back,None,Wings 08,Wing/Wings 08 Purple
70062,Wing,Back,None,Wings 08,Wing/Wings 08 Red
70063,Wing,Back,None,Wings 08,Wing/Wings 08 White
70064,Wing,Back,None,Wings 09,Wing/Wings 09 Black Red
70065,Wing,Back,None,Wings 09,Wing/Wings 09 Black
70066,Wing,Back,None,Wings 09,Wing/Wings 09 Blue
70067,Wing,Back,None,Wings 09,Wing/Wings 09 Gold White
70068,Wing,Back,None,Wings 09,Wing/Wings 09 Green
70069,Wing,Back,None,Wings 09,Wing/Wings 09 Magenta
70070,Wing,Back,None,Wings 09,Wing/Wings 09 Purple
70071,Wing,Back,None,Wings 09,Wing/Wings 09 Red
70072,Wing,Back,None,Wings 09,Wing/Wings 09 White
70073,Wing,Back,None,Wings 09,Wing/Wings 09 Yellow
70074,Wing,Back,None,Wings 10,Wing/Wings 10 Black Purple
70075,Wing,Back,None,Wings 10,Wing/Wings 10 Gold White
70076,Wing,Back,None,Wings 10,Wing/Wings 10 Purple Green
70077,Wing,Back,None,Wings 10,Wing/Wings 10 Purple Magenta
70078,Wing,Back,None,Wings 10,Wing/Wings 10 Purple Red
70079,Wing,Back,None,Wings 10,Wing/Wings 10 Red Yellow
70080,Wing,Back,None,Wings 10,Wing/Wings 10 White Black
70081,Wing,Back,None,Wings 10,Wing/Wings 10 White Blue
70082,Wing,Back,None,Wings 11,Wing/Wings 11 Blue
70083,Wing,Back,None,Wings 11,Wing/Wings 11 Green
70084,Wing,Back,None,Wings 11,Wing/Wings 11 Purple
70085,Wing,Back,None,Wings 11,Wing/Wings 11 Red
70086,Wing,Back,None,Wings 11,Wing/Wings 11 Yellow
81001,Face,Head,Female,Black,Face/Female/Face Black 21
81002,Face,Head,Female,Black,Face/Female/Face Black 22
81003,Face,Head,Female,Black,Face/Female/Face Black 23
81004,Face,Head,Female,Black,Face/Female/Face Black 24
81005,Face,Head,Female,Black,Face/Female/Face Black 25
81006,Face,Head,Female,Black,Face/Female/Face Black 26
81007,Face,Head,Female,Black,Face/Female/Face Black 27
81008,Face,Head,Female,Black,Face/Female/Face Black 28
81009,Face,Head,Female,Black,Face/Female/Face Black 29
81010,Face,Head,Female,Black,Face/Female/Face Black 30
81011,Face,Head,Female,Black,Face/Female/Face Black 31
81012,Face,Head,Female,Black,Face/Female/Face Black 32
81013,Face,Head,Female,Black,Face/Female/Face Black 33
81014,Face,Head,Female,Black,Face/Female/Face Black 34
81015,Face,Head,Female,Black,Face/Female/Face Black 35
81016,Face,Head,Female,Black,Face/Female/Face Black 36
81017,Face,Head,Female,Black,Face/Female/Face Black 37
81018,Face,Head,Female,Black,Face/Female/Face Black 38
81019,Face,Head,Female,Brown,Face/Female/Face Brown 21
81020,Face,Head,Female,Brown,Face/Female/Face Brown 22
81021,Face,Head,Female,Brown,Face/Female/Face Brown 23
81022,Face,Head,Female,Brown,Face/Female/Face Brown 24
81023,Face,Head,Female,Brown,Face/Female/Face Brown 25
81024,Face,Head,Female,Brown,Face/Female/Face Brown 26
81025,Face,Head,Female,Brown,Face/Female/Face Brown 27
81026,Face,Head,Female,Brown,Face/Female/Face Brown 28
81027,Face,Head,Female,Brown,Face/Female/Face Brown 29
81028,Face,Head,Female,Brown,Face/Female/Face Brown 30
81029,Face,Head,Female,Brown,Face/Female/Face Brown 31
81030,Face,Head,Female,Brown,Face/Female/Face Brown 32
81031,Face,Head,Female,Brown,Face/Female/Face Brown 33
81032,Face,Head,Female,Brown,Face/Female/Face Brown 34
81033,Face,Head,Female,Brown,Face/Female/Face Brown 35
81034,Face,Head,Female,Brown,Face/Female/Face Brown 36
81035,Face,Head,Female,Brown,Face/Female/Face Brown 37
81036,Face,Head,Female,Brown,Face/Female/Face Brown 38
81037,Face,Head,Female,White,Face/Female/Face White 21
81038,Face,Head,Female,White,Face/Female/Face White 22
81039,Face,Head,Female,White,Face/Female/Face White 23
81040,Face,Head,Female,White,Face/Female/Face White 24
81041,Face,Head,Female,White,Face/Female/Face White 25
81042,Face,Head,Female,White,Face/Female/Face White 26
81043,Face,Head,Female,White,Face/Female/Face White 27
81044,Face,Head,Female,White,Face/Female/Face White 28
81045,Face,Head,Female,White,Face/Female/Face White 29
81046,Face,Head,Female,White,Face/Female/Face White 30
81047,Face,Head,Female,White,Face/Female/Face White 31
81048,Face,Head,Female,White,Face/Female/Face White 32
81049,Face,Head,Female,White,Face/Female/Face White 33
81050,Face,Head,Female,White,Face/Female/Face White 34
81051,Face,Head,Female,White,Face/Female/Face White 35
81052,Face,Head,Female,White,Face/Female/Face White 36
81053,Face,Head,Female,White,Face/Female/Face White 37
81054,Face,Head,Female,White,Face/Female/Face White 38
82001,Face,Head,Male,Black,Face/Male/Face Black 01
82002,Face,Head,Male,Black,Face/Male/Face Black 02
82003,Face,Head,Male,Black,Face/Male/Face Black 03
82004,Face,Head,Male,Black,Face/Male/Face Black 04
82005,Face,Head,Male,Black,Face/Male/Face Black 05
82006,Face,Head,Male,Black,Face/Male/Face Black 06
82007,Face,Head,Male,Black,Face/Male/Face Black 07
82008,Face,Head,Male,Black,Face/Male/Face Black 08
82009,Face,Head,Male,Black,Face/Male/Face Black 09
82010,Face,Head,Male,Black,Face/Male/Face Black 10
82011,Face,Head,Male,Black,Face/Male/Face Black 11
82012,Face,Head,Male,Black,Face/Male/Face Black 12
82013,Face,Head,Male,Black,Face/Male/Face Black 13
82014,Face,Head,Male,Black,Face/Male/Face Black 14
82015,Face,Head,Male,Black,Face/Male/Face Black 15
82016,Face,Head,Male,Black,Face/Male/Face Black 19
82017,Face,Head,Male,Black,Face/Male/Face Black 20
82018,Face,Head,Male,Brown,Face/Male/Face Brown 01
82019,Face,Head,Male,Brown,Face/Male/Face Brown 02
82020,Face,Head,Male,Brown,Face/Male/Face Brown 03
82021,Face,Head,Male,Brown,Face/Male/Face Brown 04
82022,Face,Head,Male,Brown,Face/Male/Face Brown 05
82023,Face,Head,Male,Brown,Face/Male/Face Brown 06
82024,Face,Head,Male,Brown,Face/Male/Face Brown 07
82025,Face,Head,Male,Brown,Face/Male/Face Brown 08
82026,Face,Head,Male,Brown,Face/Male/Face Brown 09
82027,Face,Head,Male,Brown,Face/Male/Face Brown 10
82028,Face,Head,Male,Brown,Face/Male/Face Brown 11
82029,Face,Head,Male,Brown,Face/Male/Face Brown 12
82030,Face,Head,Male,Brown,Face/Male/Face Brown 13
82031,Face,Head,Male,Brown,Face/Male/Face Brown 14
82032,Face,Head,Male,Brown,Face/Male/Face Brown 15
82033,Face,Head,Male,Brown,Face/Male/Face Brown 19
82034,Face,Head,Male,Brown,Face/Male/Face Brown 20
82035,Face,Head,Male,White,Face/Male/Face White 01
82036,Face,Head,Male,White,Face/Male/Face White 02
82037,Face,Head,Male,White,Face/Male/Face White 03
82038,Face,Head,Male,White,Face/Male/Face White 04
82039,Face,Head,Male,White,Face/Male/Face White 05
82040,Face,Head,Male,White,Face/Male/Face White 06
82041,Face,Head,Male,White,Face/Male/Face White 07
82042,Face,Head,Male,White,Face/Male/Face White 08
82043,Face,Head,Male,White,Face/Male/Face White 09
82044,Face,Head,Male,White,Face/Male/Face White 10
82045,Face,Head,Male,White,Face/Male/Face White 11
82046,Face,Head,Male,White,Face/Male/Face White 12
82047,Face,Head,Male,White,Face/Male/Face White 13
82048,Face,Head,Male,White,Face/Male/Face White 14
82049,Face,Head,Male,White,Face/Male/Face White 15
82050,Face,Head,Male,White,Face/Male/Face White 19
82051,Face,Head,Male,White,Face/Male/Face White 20
80001,Face,Head,None,Black,Face/One Eyed/Face Black 16
80002,Face,Head,None,Black,Face/One Eyed/Face Black 17
80003,Face,Head,None,Black,Face/One Eyed/Face Black 18
80004,Face,Head,None,Brown,Face/One Eyed/Face Brown 16
80005,Face,Head,None,Brown,Face/One Eyed/Face Brown 17
80006,Face,Head,None,Brown,Face/One Eyed/Face Brown 18
80007,Face,Head,None,White,Face/One Eyed/Face White 16
80008,Face,Head,None,White,Face/One Eyed/Face White 17
80009,Face,Head,None,White,Face/One Eyed/Face White 18
90101,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 01 Black Red
90102,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 01 Blue Blue
90103,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 01 Gold White
90104,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 01 Grey Purple
90105,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 01 Grey White
90106,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 01 Purple Green
90107,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 01 Purple Red
90108,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 01 Red Yellow
90109,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 02 Blue
90110,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 02 Green
90111,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 02 Purple
90112,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 02 Red
90113,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 02 White
90114,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 03 Black
90115,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 03 Blue
90116,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 03 Green
90117,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 03 Magenta
90118,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 03 Purple
90119,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 03 Red
90120,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 03 White
90121,Weapon,BothHand,None,Claw,BothHand/Claw/Claw 03 Yellow
90201,Weapon,BothHand,None,Hand Aura,BothHand/Hand Aura/Hand Aura 01 Blue
90202,Weapon,BothHand,None,Hand Aura,BothHand/Hand Aura/Hand Aura 01 Green
90203,Weapon,BothHand,None,Hand Aura,BothHand/Hand Aura/Hand Aura 01 Purple
90204,Weapon,BothHand,None,Hand Aura,BothHand/Hand Aura/Hand Aura 01 Red
90205,Weapon,BothHand,None,Hand Aura,BothHand/Hand Aura/Hand Aura 01 Yellow
90301,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 01 Black Purple
90302,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 01 Blue Blue
90303,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 01 Gold Blue
90304,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 01 Gold Green
90305,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 01 Gold Purple
90306,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 01 Gold Red
90307,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 01 Gold White
90308,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 01 Gold Yellow
90309,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 01 Grey White
90310,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 01 Grey Yellow
90311,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 02 Black
90312,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 02 Blue
90313,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 02 Brown
90314,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 02 Green
90315,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 02 Magenta
90316,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 02 Purple
90317,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 02 Red
90318,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 02 White
90319,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 03 Black
90320,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 03 Blue
90321,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 03 Brown
90322,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 03 Green
90323,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 03 Magenta
90324,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 03 Purple
90325,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 03 Red
90326,Weapon,BothHand,None,Knuckles,BothHand/Knuckles/Knuckles 03 White
90401,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 Black
90402,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 Blue
90403,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 Green
90404,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 No Arrow Black
90405,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 No Arrow Blue
90406,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 No Arrow Green
90407,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 No Arrow Purple
90408,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 No Arrow Red
90409,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 No Arrow White
90410,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 No Arrow Yellow
90411,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 Purple
90412,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 Red
90413,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 White
90414,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 01 Yellow
90415,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 Black
90416,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 Blue
90417,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 Green
90418,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 No Arrow Black
90419,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 No Arrow Blue
90420,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 No Arrow Green
90421,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 No Arrow Orange
90422,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 No Arrow Purple
90423,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 No Arrow Red
90424,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 No Arrow White
90425,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 No Arrow Yellow
90426,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 Orange
90427,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 Purple
90428,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 Red
90429,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 White
90430,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 02 Yellow
90431,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 03 Black
90432,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 03 Blue
90433,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 03 Green
90434,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 03 Purple
90435,Weapon,LeftHand,None,Crossbow,LeftHand/Crossbow/Crossbow 03 Red
90501,Weapon,LeftHand,None,Guitar,LeftHand/Guitar/Guitar 01 Blue
90502,Weapon,LeftHand,None,Guitar,LeftHand/Guitar/Guitar 01 Brown
90503,Weapon,LeftHand,None,Guitar,LeftHand/Guitar/Guitar 01 Green
90504,Weapon,LeftHand,None,Guitar,LeftHand/Guitar/Guitar 01 Purple
90601,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 01 Black
90602,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 01 Blue
90603,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 01 Green
90604,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 01 Magenta
90605,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 01 Purple
90606,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 01 Red
90607,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 01 White
90608,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 01 Yellow
90609,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 02 Black
90610,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 02 Blue
90611,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 02 Green
90612,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 02 Magenta
90613,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 02 Purple
90614,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 02 Red
90615,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 02 White
90616,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 02 Yellow
90617,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 03 Black
90618,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 03 Blue
90619,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 03 Green
90620,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 03 Magenta
90621,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 03 Purple
90622,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 03 Red
90623,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 03 White
90624,Weapon,LeftHand,None,LongBow,LeftHand/LongBow/Longbow 03 Yellow
90701,Weapon,LeftHand,None,Shield,LeftHand/Shield/Shield 01 Black
90702,Weapon,LeftHand,None,Shield,LeftHand/Shield/Shield 01 Blue
